"k0","year","","","hh","mm","fecha","variables","files"
"4","2016","12","24","12","0","2017-12-24 12:00:00","PS","MERRA2.2016358.120.resampled.PS.tif"
"4","2016","12","24","12","0","2017-12-24 12:00:00","RH","MERRA2.2016358.120.resampled.RH.tif"
"4","2016","12","24","12","0","2017-12-24 12:00:00","T","MERRA2.2016358.120.resampled.T.tif"
"4","2016","12","24","12","0","2017-12-24 12:00:00","U","MERRA2.2016358.120.resampled.U.tif"
"4","2016","12","24","12","0","2017-12-24 12:00:00","V","MERRA2.2016358.120.resampled.V.tif"
"4","2016","12","24","15","0","2017-12-24 15:00:00","PS","MERRA2.2016358.150.resampled.PS.tif"
"4","2016","12","24","15","0","2017-12-24 15:00:00","RH","MERRA2.2016358.150.resampled.RH.tif"
"4","2016","12","24","15","0","2017-12-24 15:00:00","T","MERRA2.2016358.150.resampled.T.tif"
"4","2016","12","24","15","0","2017-12-24 15:00:00","U","MERRA2.2016358.150.resampled.U.tif"
"4","2016","12","24","15","0","2017-12-24 15:00:00","V","MERRA2.2016358.150.resampled.V.tif"
"4","2016","12","24","18","0","2017-12-24 18:00:00","PS","MERRA2.2016358.180.resampled.PS.tif"
"4","2016","12","24","18","0","2017-12-24 18:00:00","RH","MERRA2.2016358.180.resampled.RH.tif"
"4","2016","12","24","18","0","2017-12-24 18:00:00","T","MERRA2.2016358.180.resampled.T.tif"
"4","2016","12","24","18","0","2017-12-24 18:00:00","U","MERRA2.2016358.180.resampled.U.tif"
"4","2016","12","24","18","0","2017-12-24 18:00:00","V","MERRA2.2016358.180.resampled.V.tif"
"4","2016","12","25","12","0","2017-12-25 12:00:00","PS","MERRA2.2016359.120.resampled.PS.tif"
"4","2016","12","25","12","0","2017-12-25 12:00:00","RH","MERRA2.2016359.120.resampled.RH.tif"
"4","2016","12","25","12","0","2017-12-25 12:00:00","T","MERRA2.2016359.120.resampled.T.tif"
"4","2016","12","25","12","0","2017-12-25 12:00:00","U","MERRA2.2016359.120.resampled.U.tif"
"4","2016","12","25","12","0","2017-12-25 12:00:00","V","MERRA2.2016359.120.resampled.V.tif"
"4","2016","12","25","15","0","2017-12-25 15:00:00","PS","MERRA2.2016359.150.resampled.PS.tif"
"4","2016","12","25","15","0","2017-12-25 15:00:00","RH","MERRA2.2016359.150.resampled.RH.tif"
"4","2016","12","25","15","0","2017-12-25 15:00:00","T","MERRA2.2016359.150.resampled.T.tif"
"4","2016","12","25","15","0","2017-12-25 15:00:00","U","MERRA2.2016359.150.resampled.U.tif"
"4","2016","12","25","15","0","2017-12-25 15:00:00","V","MERRA2.2016359.150.resampled.V.tif"
"4","2016","12","25","18","0","2017-12-25 18:00:00","PS","MERRA2.2016359.180.resampled.PS.tif"
"4","2016","12","25","18","0","2017-12-25 18:00:00","RH","MERRA2.2016359.180.resampled.RH.tif"
"4","2016","12","25","18","0","2017-12-25 18:00:00","T","MERRA2.2016359.180.resampled.T.tif"
"4","2016","12","25","18","0","2017-12-25 18:00:00","U","MERRA2.2016359.180.resampled.U.tif"
"4","2016","12","25","18","0","2017-12-25 18:00:00","V","MERRA2.2016359.180.resampled.V.tif"
"4","2016","12","26","15","0","2017-12-26 15:00:00","PS","MERRA2.2016360.150.resampled.PS.tif"
"4","2016","12","26","15","0","2017-12-26 15:00:00","RH","MERRA2.2016360.150.resampled.RH.tif"
"4","2016","12","26","15","0","2017-12-26 15:00:00","T","MERRA2.2016360.150.resampled.T.tif"
"4","2016","12","26","15","0","2017-12-26 15:00:00","U","MERRA2.2016360.150.resampled.U.tif"
"4","2016","12","26","15","0","2017-12-26 15:00:00","V","MERRA2.2016360.150.resampled.V.tif"
"4","2016","12","26","18","0","2017-12-26 18:00:00","PS","MERRA2.2016360.180.resampled.PS.tif"
"4","2016","12","26","18","0","2017-12-26 18:00:00","RH","MERRA2.2016360.180.resampled.RH.tif"
"4","2016","12","26","18","0","2017-12-26 18:00:00","T","MERRA2.2016360.180.resampled.T.tif"
"4","2016","12","26","18","0","2017-12-26 18:00:00","U","MERRA2.2016360.180.resampled.U.tif"
"4","2016","12","26","18","0","2017-12-26 18:00:00","V","MERRA2.2016360.180.resampled.V.tif"
"4","2016","12","27","12","0","2017-12-27 12:00:00","PS","MERRA2.2016361.120.resampled.PS.tif"
"4","2016","12","27","12","0","2017-12-27 12:00:00","RH","MERRA2.2016361.120.resampled.RH.tif"
"4","2016","12","27","12","0","2017-12-27 12:00:00","T","MERRA2.2016361.120.resampled.T.tif"
"4","2016","12","27","12","0","2017-12-27 12:00:00","U","MERRA2.2016361.120.resampled.U.tif"
"4","2016","12","27","12","0","2017-12-27 12:00:00","V","MERRA2.2016361.120.resampled.V.tif"
"4","2016","12","27","15","0","2017-12-27 15:00:00","PS","MERRA2.2016361.150.resampled.PS.tif"
"4","2016","12","27","15","0","2017-12-27 15:00:00","RH","MERRA2.2016361.150.resampled.RH.tif"
"4","2016","12","27","15","0","2017-12-27 15:00:00","T","MERRA2.2016361.150.resampled.T.tif"
"4","2016","12","27","15","0","2017-12-27 15:00:00","U","MERRA2.2016361.150.resampled.U.tif"
"4","2016","12","27","15","0","2017-12-27 15:00:00","V","MERRA2.2016361.150.resampled.V.tif"
"4","2016","12","27","18","0","2017-12-27 18:00:00","PS","MERRA2.2016361.180.resampled.PS.tif"
"4","2016","12","27","18","0","2017-12-27 18:00:00","RH","MERRA2.2016361.180.resampled.RH.tif"
"4","2016","12","27","18","0","2017-12-27 18:00:00","T","MERRA2.2016361.180.resampled.T.tif"
"4","2016","12","27","18","0","2017-12-27 18:00:00","U","MERRA2.2016361.180.resampled.U.tif"
"4","2016","12","27","18","0","2017-12-27 18:00:00","V","MERRA2.2016361.180.resampled.V.tif"
"4","2016","12","28","15","0","2017-12-28 15:00:00","PS","MERRA2.2016362.150.resampled.PS.tif"
"4","2016","12","28","15","0","2017-12-28 15:00:00","RH","MERRA2.2016362.150.resampled.RH.tif"
"4","2016","12","28","15","0","2017-12-28 15:00:00","T","MERRA2.2016362.150.resampled.T.tif"
"4","2016","12","28","15","0","2017-12-28 15:00:00","U","MERRA2.2016362.150.resampled.U.tif"
"4","2016","12","28","15","0","2017-12-28 15:00:00","V","MERRA2.2016362.150.resampled.V.tif"
"4","2016","12","28","18","0","2017-12-28 18:00:00","PS","MERRA2.2016362.180.resampled.PS.tif"
"4","2016","12","28","18","0","2017-12-28 18:00:00","RH","MERRA2.2016362.180.resampled.RH.tif"
"4","2016","12","28","18","0","2017-12-28 18:00:00","T","MERRA2.2016362.180.resampled.T.tif"
"4","2016","12","28","18","0","2017-12-28 18:00:00","U","MERRA2.2016362.180.resampled.U.tif"
"4","2016","12","28","18","0","2017-12-28 18:00:00","V","MERRA2.2016362.180.resampled.V.tif"
"4","2016","12","29","12","0","2017-12-29 12:00:00","PS","MERRA2.2016363.120.resampled.PS.tif"
"4","2016","12","29","12","0","2017-12-29 12:00:00","RH","MERRA2.2016363.120.resampled.RH.tif"
"4","2016","12","29","12","0","2017-12-29 12:00:00","T","MERRA2.2016363.120.resampled.T.tif"
"4","2016","12","29","12","0","2017-12-29 12:00:00","U","MERRA2.2016363.120.resampled.U.tif"
"4","2016","12","29","12","0","2017-12-29 12:00:00","V","MERRA2.2016363.120.resampled.V.tif"
"4","2016","12","29","15","0","2017-12-29 15:00:00","PS","MERRA2.2016363.150.resampled.PS.tif"
"4","2016","12","29","15","0","2017-12-29 15:00:00","RH","MERRA2.2016363.150.resampled.RH.tif"
"4","2016","12","29","15","0","2017-12-29 15:00:00","T","MERRA2.2016363.150.resampled.T.tif"
"4","2016","12","29","15","0","2017-12-29 15:00:00","U","MERRA2.2016363.150.resampled.U.tif"
"4","2016","12","29","15","0","2017-12-29 15:00:00","V","MERRA2.2016363.150.resampled.V.tif"
"4","2016","12","29","18","0","2017-12-29 18:00:00","PS","MERRA2.2016363.180.resampled.PS.tif"
"4","2016","12","29","18","0","2017-12-29 18:00:00","RH","MERRA2.2016363.180.resampled.RH.tif"
"4","2016","12","29","18","0","2017-12-29 18:00:00","T","MERRA2.2016363.180.resampled.T.tif"
"4","2016","12","29","18","0","2017-12-29 18:00:00","U","MERRA2.2016363.180.resampled.U.tif"
"4","2016","12","29","18","0","2017-12-29 18:00:00","V","MERRA2.2016363.180.resampled.V.tif"
"4","2016","12","30","12","0","2017-12-30 12:00:00","PS","MERRA2.2016364.120.resampled.PS.tif"
"4","2016","12","30","12","0","2017-12-30 12:00:00","RH","MERRA2.2016364.120.resampled.RH.tif"
"4","2016","12","30","12","0","2017-12-30 12:00:00","T","MERRA2.2016364.120.resampled.T.tif"
"4","2016","12","30","12","0","2017-12-30 12:00:00","U","MERRA2.2016364.120.resampled.U.tif"
"4","2016","12","30","12","0","2017-12-30 12:00:00","V","MERRA2.2016364.120.resampled.V.tif"
"4","2016","12","30","15","0","2017-12-30 15:00:00","PS","MERRA2.2016364.150.resampled.PS.tif"
"4","2016","12","30","15","0","2017-12-30 15:00:00","RH","MERRA2.2016364.150.resampled.RH.tif"
"4","2016","12","30","15","0","2017-12-30 15:00:00","T","MERRA2.2016364.150.resampled.T.tif"
"4","2016","12","30","15","0","2017-12-30 15:00:00","U","MERRA2.2016364.150.resampled.U.tif"
"4","2016","12","30","15","0","2017-12-30 15:00:00","V","MERRA2.2016364.150.resampled.V.tif"
"4","2016","12","30","18","0","2017-12-30 18:00:00","PS","MERRA2.2016364.180.resampled.PS.tif"
"4","2016","12","30","18","0","2017-12-30 18:00:00","RH","MERRA2.2016364.180.resampled.RH.tif"
"4","2016","12","30","18","0","2017-12-30 18:00:00","T","MERRA2.2016364.180.resampled.T.tif"
"4","2016","12","30","18","0","2017-12-30 18:00:00","U","MERRA2.2016364.180.resampled.U.tif"
"4","2016","12","30","18","0","2017-12-30 18:00:00","V","MERRA2.2016364.180.resampled.V.tif"
"4","2016","12","31","12","0","2017-12-31 12:00:00","PS","MERRA2.2016365.120.resampled.PS.tif"
"4","2016","12","31","12","0","2017-12-31 12:00:00","RH","MERRA2.2016365.120.resampled.RH.tif"
"4","2016","12","31","12","0","2017-12-31 12:00:00","T","MERRA2.2016365.120.resampled.T.tif"
"4","2016","12","31","12","0","2017-12-31 12:00:00","U","MERRA2.2016365.120.resampled.U.tif"
"4","2016","12","31","12","0","2017-12-31 12:00:00","V","MERRA2.2016365.120.resampled.V.tif"
"4","2016","12","31","15","0","2017-12-31 15:00:00","PS","MERRA2.2016365.150.resampled.PS.tif"
"4","2016","12","31","15","0","2017-12-31 15:00:00","RH","MERRA2.2016365.150.resampled.RH.tif"
"4","2016","12","31","15","0","2017-12-31 15:00:00","T","MERRA2.2016365.150.resampled.T.tif"
"4","2016","12","31","15","0","2017-12-31 15:00:00","U","MERRA2.2016365.150.resampled.U.tif"
"4","2016","12","31","15","0","2017-12-31 15:00:00","V","MERRA2.2016365.150.resampled.V.tif"
"4","2016","12","31","18","0","2017-12-31 18:00:00","PS","MERRA2.2016365.180.resampled.PS.tif"
"4","2016","12","31","18","0","2017-12-31 18:00:00","RH","MERRA2.2016365.180.resampled.RH.tif"
"4","2016","12","31","18","0","2017-12-31 18:00:00","T","MERRA2.2016365.180.resampled.T.tif"
"4","2016","12","31","18","0","2017-12-31 18:00:00","U","MERRA2.2016365.180.resampled.U.tif"
"4","2016","12","31","18","0","2017-12-31 18:00:00","V","MERRA2.2016365.180.resampled.V.tif"
"4","2017","1","1","15","0","2017-01-01 15:00:00","PS","MERRA2.2017001.150.resampled.PS.tif"
"4","2017","1","1","15","0","2017-01-01 15:00:00","RH","MERRA2.2017001.150.resampled.RH.tif"
"4","2017","1","1","15","0","2017-01-01 15:00:00","T","MERRA2.2017001.150.resampled.T.tif"
"4","2017","1","1","15","0","2017-01-01 15:00:00","U","MERRA2.2017001.150.resampled.U.tif"
"4","2017","1","1","15","0","2017-01-01 15:00:00","V","MERRA2.2017001.150.resampled.V.tif"
"4","2017","1","1","18","0","2017-01-01 18:00:00","PS","MERRA2.2017001.180.resampled.PS.tif"
"4","2017","1","1","18","0","2017-01-01 18:00:00","RH","MERRA2.2017001.180.resampled.RH.tif"
"4","2017","1","1","18","0","2017-01-01 18:00:00","T","MERRA2.2017001.180.resampled.T.tif"
"4","2017","1","1","18","0","2017-01-01 18:00:00","U","MERRA2.2017001.180.resampled.U.tif"
"4","2017","1","1","18","0","2017-01-01 18:00:00","V","MERRA2.2017001.180.resampled.V.tif"
"4","2017","1","2","12","0","2017-01-02 12:00:00","PS","MERRA2.2017002.120.resampled.PS.tif"
"4","2017","1","2","12","0","2017-01-02 12:00:00","RH","MERRA2.2017002.120.resampled.RH.tif"
"4","2017","1","2","12","0","2017-01-02 12:00:00","T","MERRA2.2017002.120.resampled.T.tif"
"4","2017","1","2","12","0","2017-01-02 12:00:00","U","MERRA2.2017002.120.resampled.U.tif"
"4","2017","1","2","12","0","2017-01-02 12:00:00","V","MERRA2.2017002.120.resampled.V.tif"
"4","2017","1","2","15","0","2017-01-02 15:00:00","PS","MERRA2.2017002.150.resampled.PS.tif"
"4","2017","1","2","15","0","2017-01-02 15:00:00","RH","MERRA2.2017002.150.resampled.RH.tif"
"4","2017","1","2","15","0","2017-01-02 15:00:00","T","MERRA2.2017002.150.resampled.T.tif"
"4","2017","1","2","15","0","2017-01-02 15:00:00","U","MERRA2.2017002.150.resampled.U.tif"
"4","2017","1","2","15","0","2017-01-02 15:00:00","V","MERRA2.2017002.150.resampled.V.tif"
"4","2017","1","2","18","0","2017-01-02 18:00:00","PS","MERRA2.2017002.180.resampled.PS.tif"
"4","2017","1","2","18","0","2017-01-02 18:00:00","RH","MERRA2.2017002.180.resampled.RH.tif"
"4","2017","1","2","18","0","2017-01-02 18:00:00","T","MERRA2.2017002.180.resampled.T.tif"
"4","2017","1","2","18","0","2017-01-02 18:00:00","U","MERRA2.2017002.180.resampled.U.tif"
"4","2017","1","2","18","0","2017-01-02 18:00:00","V","MERRA2.2017002.180.resampled.V.tif"
"4","2017","1","3","15","0","2017-01-03 15:00:00","PS","MERRA2.2017003.150.resampled.PS.tif"
"4","2017","1","3","15","0","2017-01-03 15:00:00","RH","MERRA2.2017003.150.resampled.RH.tif"
"4","2017","1","3","15","0","2017-01-03 15:00:00","T","MERRA2.2017003.150.resampled.T.tif"
"4","2017","1","3","15","0","2017-01-03 15:00:00","U","MERRA2.2017003.150.resampled.U.tif"
"4","2017","1","3","15","0","2017-01-03 15:00:00","V","MERRA2.2017003.150.resampled.V.tif"
"4","2017","1","3","18","0","2017-01-03 18:00:00","PS","MERRA2.2017003.180.resampled.PS.tif"
"4","2017","1","3","18","0","2017-01-03 18:00:00","RH","MERRA2.2017003.180.resampled.RH.tif"
"4","2017","1","3","18","0","2017-01-03 18:00:00","T","MERRA2.2017003.180.resampled.T.tif"
"4","2017","1","3","18","0","2017-01-03 18:00:00","U","MERRA2.2017003.180.resampled.U.tif"
"4","2017","1","3","18","0","2017-01-03 18:00:00","V","MERRA2.2017003.180.resampled.V.tif"
"4","2017","1","4","12","0","2017-01-04 12:00:00","PS","MERRA2.2017004.120.resampled.PS.tif"
"4","2017","1","4","12","0","2017-01-04 12:00:00","RH","MERRA2.2017004.120.resampled.RH.tif"
"4","2017","1","4","12","0","2017-01-04 12:00:00","T","MERRA2.2017004.120.resampled.T.tif"
"4","2017","1","4","12","0","2017-01-04 12:00:00","U","MERRA2.2017004.120.resampled.U.tif"
"4","2017","1","4","12","0","2017-01-04 12:00:00","V","MERRA2.2017004.120.resampled.V.tif"
"4","2017","1","4","15","0","2017-01-04 15:00:00","PS","MERRA2.2017004.150.resampled.PS.tif"
"4","2017","1","4","15","0","2017-01-04 15:00:00","RH","MERRA2.2017004.150.resampled.RH.tif"
"4","2017","1","4","15","0","2017-01-04 15:00:00","T","MERRA2.2017004.150.resampled.T.tif"
"4","2017","1","4","15","0","2017-01-04 15:00:00","U","MERRA2.2017004.150.resampled.U.tif"
"4","2017","1","4","15","0","2017-01-04 15:00:00","V","MERRA2.2017004.150.resampled.V.tif"
"4","2017","1","4","18","0","2017-01-04 18:00:00","PS","MERRA2.2017004.180.resampled.PS.tif"
"4","2017","1","4","18","0","2017-01-04 18:00:00","RH","MERRA2.2017004.180.resampled.RH.tif"
"4","2017","1","4","18","0","2017-01-04 18:00:00","T","MERRA2.2017004.180.resampled.T.tif"
"4","2017","1","4","18","0","2017-01-04 18:00:00","U","MERRA2.2017004.180.resampled.U.tif"
"4","2017","1","4","18","0","2017-01-04 18:00:00","V","MERRA2.2017004.180.resampled.V.tif"
"4","2017","1","5","15","0","2017-01-05 15:00:00","PS","MERRA2.2017005.150.resampled.PS.tif"
"4","2017","1","5","15","0","2017-01-05 15:00:00","RH","MERRA2.2017005.150.resampled.RH.tif"
"4","2017","1","5","15","0","2017-01-05 15:00:00","T","MERRA2.2017005.150.resampled.T.tif"
"4","2017","1","5","15","0","2017-01-05 15:00:00","U","MERRA2.2017005.150.resampled.U.tif"
"4","2017","1","5","15","0","2017-01-05 15:00:00","V","MERRA2.2017005.150.resampled.V.tif"
"4","2017","1","5","18","0","2017-01-05 18:00:00","PS","MERRA2.2017005.180.resampled.PS.tif"
"4","2017","1","5","18","0","2017-01-05 18:00:00","RH","MERRA2.2017005.180.resampled.RH.tif"
"4","2017","1","5","18","0","2017-01-05 18:00:00","T","MERRA2.2017005.180.resampled.T.tif"
"4","2017","1","5","18","0","2017-01-05 18:00:00","U","MERRA2.2017005.180.resampled.U.tif"
"4","2017","1","5","18","0","2017-01-05 18:00:00","V","MERRA2.2017005.180.resampled.V.tif"
"4","2017","1","6","12","0","2017-01-06 12:00:00","PS","MERRA2.2017006.120.resampled.PS.tif"
"4","2017","1","6","12","0","2017-01-06 12:00:00","RH","MERRA2.2017006.120.resampled.RH.tif"
"4","2017","1","6","12","0","2017-01-06 12:00:00","T","MERRA2.2017006.120.resampled.T.tif"
"4","2017","1","6","12","0","2017-01-06 12:00:00","U","MERRA2.2017006.120.resampled.U.tif"
"4","2017","1","6","12","0","2017-01-06 12:00:00","V","MERRA2.2017006.120.resampled.V.tif"
"4","2017","1","6","15","0","2017-01-06 15:00:00","PS","MERRA2.2017006.150.resampled.PS.tif"
"4","2017","1","6","15","0","2017-01-06 15:00:00","RH","MERRA2.2017006.150.resampled.RH.tif"
"4","2017","1","6","15","0","2017-01-06 15:00:00","T","MERRA2.2017006.150.resampled.T.tif"
"4","2017","1","6","15","0","2017-01-06 15:00:00","U","MERRA2.2017006.150.resampled.U.tif"
"4","2017","1","6","15","0","2017-01-06 15:00:00","V","MERRA2.2017006.150.resampled.V.tif"
"4","2017","1","6","18","0","2017-01-06 18:00:00","PS","MERRA2.2017006.180.resampled.PS.tif"
"4","2017","1","6","18","0","2017-01-06 18:00:00","RH","MERRA2.2017006.180.resampled.RH.tif"
"4","2017","1","6","18","0","2017-01-06 18:00:00","T","MERRA2.2017006.180.resampled.T.tif"
"4","2017","1","6","18","0","2017-01-06 18:00:00","U","MERRA2.2017006.180.resampled.U.tif"
"4","2017","1","6","18","0","2017-01-06 18:00:00","V","MERRA2.2017006.180.resampled.V.tif"
"4","2017","1","7","12","0","2017-01-07 12:00:00","PS","MERRA2.2017007.120.resampled.PS.tif"
"4","2017","1","7","12","0","2017-01-07 12:00:00","RH","MERRA2.2017007.120.resampled.RH.tif"
"4","2017","1","7","12","0","2017-01-07 12:00:00","T","MERRA2.2017007.120.resampled.T.tif"
"4","2017","1","7","12","0","2017-01-07 12:00:00","U","MERRA2.2017007.120.resampled.U.tif"
"4","2017","1","7","12","0","2017-01-07 12:00:00","V","MERRA2.2017007.120.resampled.V.tif"
"4","2017","1","7","15","0","2017-01-07 15:00:00","PS","MERRA2.2017007.150.resampled.PS.tif"
"4","2017","1","7","15","0","2017-01-07 15:00:00","RH","MERRA2.2017007.150.resampled.RH.tif"
"4","2017","1","7","15","0","2017-01-07 15:00:00","T","MERRA2.2017007.150.resampled.T.tif"
"4","2017","1","7","15","0","2017-01-07 15:00:00","U","MERRA2.2017007.150.resampled.U.tif"
"4","2017","1","7","15","0","2017-01-07 15:00:00","V","MERRA2.2017007.150.resampled.V.tif"
"4","2017","1","7","18","0","2017-01-07 18:00:00","PS","MERRA2.2017007.180.resampled.PS.tif"
"4","2017","1","7","18","0","2017-01-07 18:00:00","RH","MERRA2.2017007.180.resampled.RH.tif"
"4","2017","1","7","18","0","2017-01-07 18:00:00","T","MERRA2.2017007.180.resampled.T.tif"
"4","2017","1","7","18","0","2017-01-07 18:00:00","U","MERRA2.2017007.180.resampled.U.tif"
"4","2017","1","7","18","0","2017-01-07 18:00:00","V","MERRA2.2017007.180.resampled.V.tif"
"4","2017","1","8","12","0","2017-01-08 12:00:00","PS","MERRA2.2017008.120.resampled.PS.tif"
"4","2017","1","8","12","0","2017-01-08 12:00:00","RH","MERRA2.2017008.120.resampled.RH.tif"
"4","2017","1","8","12","0","2017-01-08 12:00:00","T","MERRA2.2017008.120.resampled.T.tif"
"4","2017","1","8","12","0","2017-01-08 12:00:00","U","MERRA2.2017008.120.resampled.U.tif"
"4","2017","1","8","12","0","2017-01-08 12:00:00","V","MERRA2.2017008.120.resampled.V.tif"
"4","2017","1","8","15","0","2017-01-08 15:00:00","PS","MERRA2.2017008.150.resampled.PS.tif"
"4","2017","1","8","15","0","2017-01-08 15:00:00","RH","MERRA2.2017008.150.resampled.RH.tif"
"4","2017","1","8","15","0","2017-01-08 15:00:00","T","MERRA2.2017008.150.resampled.T.tif"
"4","2017","1","8","15","0","2017-01-08 15:00:00","U","MERRA2.2017008.150.resampled.U.tif"
"4","2017","1","8","15","0","2017-01-08 15:00:00","V","MERRA2.2017008.150.resampled.V.tif"
"4","2017","1","8","18","0","2017-01-08 18:00:00","PS","MERRA2.2017008.180.resampled.PS.tif"
"4","2017","1","8","18","0","2017-01-08 18:00:00","RH","MERRA2.2017008.180.resampled.RH.tif"
"4","2017","1","8","18","0","2017-01-08 18:00:00","T","MERRA2.2017008.180.resampled.T.tif"
"4","2017","1","8","18","0","2017-01-08 18:00:00","U","MERRA2.2017008.180.resampled.U.tif"
"4","2017","1","8","18","0","2017-01-08 18:00:00","V","MERRA2.2017008.180.resampled.V.tif"
"4","2017","1","9","12","0","2017-01-09 12:00:00","PS","MERRA2.2017009.120.resampled.PS.tif"
"4","2017","1","9","12","0","2017-01-09 12:00:00","RH","MERRA2.2017009.120.resampled.RH.tif"
"4","2017","1","9","12","0","2017-01-09 12:00:00","T","MERRA2.2017009.120.resampled.T.tif"
"4","2017","1","9","12","0","2017-01-09 12:00:00","U","MERRA2.2017009.120.resampled.U.tif"
"4","2017","1","9","12","0","2017-01-09 12:00:00","V","MERRA2.2017009.120.resampled.V.tif"
"4","2017","1","9","15","0","2017-01-09 15:00:00","PS","MERRA2.2017009.150.resampled.PS.tif"
"4","2017","1","9","15","0","2017-01-09 15:00:00","RH","MERRA2.2017009.150.resampled.RH.tif"
"4","2017","1","9","15","0","2017-01-09 15:00:00","T","MERRA2.2017009.150.resampled.T.tif"
"4","2017","1","9","15","0","2017-01-09 15:00:00","U","MERRA2.2017009.150.resampled.U.tif"
"4","2017","1","9","15","0","2017-01-09 15:00:00","V","MERRA2.2017009.150.resampled.V.tif"
"4","2017","1","9","18","0","2017-01-09 18:00:00","PS","MERRA2.2017009.180.resampled.PS.tif"
"4","2017","1","9","18","0","2017-01-09 18:00:00","RH","MERRA2.2017009.180.resampled.RH.tif"
"4","2017","1","9","18","0","2017-01-09 18:00:00","T","MERRA2.2017009.180.resampled.T.tif"
"4","2017","1","9","18","0","2017-01-09 18:00:00","U","MERRA2.2017009.180.resampled.U.tif"
"4","2017","1","9","18","0","2017-01-09 18:00:00","V","MERRA2.2017009.180.resampled.V.tif"
"4","2017","1","10","15","0","2017-01-10 15:00:00","PS","MERRA2.2017010.150.resampled.PS.tif"
"4","2017","1","10","15","0","2017-01-10 15:00:00","RH","MERRA2.2017010.150.resampled.RH.tif"
"4","2017","1","10","15","0","2017-01-10 15:00:00","T","MERRA2.2017010.150.resampled.T.tif"
"4","2017","1","10","15","0","2017-01-10 15:00:00","U","MERRA2.2017010.150.resampled.U.tif"
"4","2017","1","10","15","0","2017-01-10 15:00:00","V","MERRA2.2017010.150.resampled.V.tif"
"4","2017","1","10","18","0","2017-01-10 18:00:00","PS","MERRA2.2017010.180.resampled.PS.tif"
"4","2017","1","10","18","0","2017-01-10 18:00:00","RH","MERRA2.2017010.180.resampled.RH.tif"
"4","2017","1","10","18","0","2017-01-10 18:00:00","T","MERRA2.2017010.180.resampled.T.tif"
"4","2017","1","10","18","0","2017-01-10 18:00:00","U","MERRA2.2017010.180.resampled.U.tif"
"4","2017","1","10","18","0","2017-01-10 18:00:00","V","MERRA2.2017010.180.resampled.V.tif"
"4","2017","1","11","12","0","2017-01-11 12:00:00","PS","MERRA2.2017011.120.resampled.PS.tif"
"4","2017","1","11","12","0","2017-01-11 12:00:00","RH","MERRA2.2017011.120.resampled.RH.tif"
"4","2017","1","11","12","0","2017-01-11 12:00:00","T","MERRA2.2017011.120.resampled.T.tif"
"4","2017","1","11","12","0","2017-01-11 12:00:00","U","MERRA2.2017011.120.resampled.U.tif"
"4","2017","1","11","12","0","2017-01-11 12:00:00","V","MERRA2.2017011.120.resampled.V.tif"
"4","2017","1","11","15","0","2017-01-11 15:00:00","PS","MERRA2.2017011.150.resampled.PS.tif"
"4","2017","1","11","15","0","2017-01-11 15:00:00","RH","MERRA2.2017011.150.resampled.RH.tif"
"4","2017","1","11","15","0","2017-01-11 15:00:00","T","MERRA2.2017011.150.resampled.T.tif"
"4","2017","1","11","15","0","2017-01-11 15:00:00","U","MERRA2.2017011.150.resampled.U.tif"
"4","2017","1","11","15","0","2017-01-11 15:00:00","V","MERRA2.2017011.150.resampled.V.tif"
"4","2017","1","11","18","0","2017-01-11 18:00:00","PS","MERRA2.2017011.180.resampled.PS.tif"
"4","2017","1","11","18","0","2017-01-11 18:00:00","RH","MERRA2.2017011.180.resampled.RH.tif"
"4","2017","1","11","18","0","2017-01-11 18:00:00","T","MERRA2.2017011.180.resampled.T.tif"
"4","2017","1","11","18","0","2017-01-11 18:00:00","U","MERRA2.2017011.180.resampled.U.tif"
"4","2017","1","11","18","0","2017-01-11 18:00:00","V","MERRA2.2017011.180.resampled.V.tif"
"4","2017","1","12","15","0","2017-01-12 15:00:00","PS","MERRA2.2017012.150.resampled.PS.tif"
"4","2017","1","12","15","0","2017-01-12 15:00:00","RH","MERRA2.2017012.150.resampled.RH.tif"
"4","2017","1","12","15","0","2017-01-12 15:00:00","T","MERRA2.2017012.150.resampled.T.tif"
"4","2017","1","12","15","0","2017-01-12 15:00:00","U","MERRA2.2017012.150.resampled.U.tif"
"4","2017","1","12","15","0","2017-01-12 15:00:00","V","MERRA2.2017012.150.resampled.V.tif"
"4","2017","1","12","18","0","2017-01-12 18:00:00","PS","MERRA2.2017012.180.resampled.PS.tif"
"4","2017","1","12","18","0","2017-01-12 18:00:00","RH","MERRA2.2017012.180.resampled.RH.tif"
"4","2017","1","12","18","0","2017-01-12 18:00:00","T","MERRA2.2017012.180.resampled.T.tif"
"4","2017","1","12","18","0","2017-01-12 18:00:00","U","MERRA2.2017012.180.resampled.U.tif"
"4","2017","1","12","18","0","2017-01-12 18:00:00","V","MERRA2.2017012.180.resampled.V.tif"
"4","2017","1","13","12","0","2017-01-13 12:00:00","PS","MERRA2.2017013.120.resampled.PS.tif"
"4","2017","1","13","12","0","2017-01-13 12:00:00","RH","MERRA2.2017013.120.resampled.RH.tif"
"4","2017","1","13","12","0","2017-01-13 12:00:00","T","MERRA2.2017013.120.resampled.T.tif"
"4","2017","1","13","12","0","2017-01-13 12:00:00","U","MERRA2.2017013.120.resampled.U.tif"
