"k0","year","","","hh","mm","fecha","variables","files"
"4","2013","8","31","15","0","2012-08-31 15:00:00","PS","MERRA2.2013244.150.resampled.PS.tif"
"4","2013","8","31","15","0","2012-08-31 15:00:00","RH","MERRA2.2013244.150.resampled.RH.tif"
"4","2013","8","31","15","0","2012-08-31 15:00:00","T","MERRA2.2013244.150.resampled.T.tif"
"4","2013","8","31","15","0","2012-08-31 15:00:00","U","MERRA2.2013244.150.resampled.U.tif"
"4","2013","8","31","15","0","2012-08-31 15:00:00","V","MERRA2.2013244.150.resampled.V.tif"
"4","2013","8","31","18","0","2012-08-31 18:00:00","PS","MERRA2.2013244.180.resampled.PS.tif"
"4","2013","8","31","18","0","2012-08-31 18:00:00","RH","MERRA2.2013244.180.resampled.RH.tif"
"4","2013","8","31","18","0","2012-08-31 18:00:00","T","MERRA2.2013244.180.resampled.T.tif"
"4","2013","8","31","18","0","2012-08-31 18:00:00","U","MERRA2.2013244.180.resampled.U.tif"
"4","2013","8","31","18","0","2012-08-31 18:00:00","V","MERRA2.2013244.180.resampled.V.tif"
"4","2013","9","1","12","0","2012-09-01 12:00:00","PS","MERRA2.2013245.120.resampled.PS.tif"
"4","2013","9","1","12","0","2012-09-01 12:00:00","RH","MERRA2.2013245.120.resampled.RH.tif"
"4","2013","9","1","12","0","2012-09-01 12:00:00","T","MERRA2.2013245.120.resampled.T.tif"
"4","2013","9","1","12","0","2012-09-01 12:00:00","U","MERRA2.2013245.120.resampled.U.tif"
"4","2013","9","1","12","0","2012-09-01 12:00:00","V","MERRA2.2013245.120.resampled.V.tif"
"4","2013","9","1","15","0","2012-09-01 15:00:00","PS","MERRA2.2013245.150.resampled.PS.tif"
"4","2013","9","1","15","0","2012-09-01 15:00:00","RH","MERRA2.2013245.150.resampled.RH.tif"
"4","2013","9","1","15","0","2012-09-01 15:00:00","T","MERRA2.2013245.150.resampled.T.tif"
"4","2013","9","1","15","0","2012-09-01 15:00:00","U","MERRA2.2013245.150.resampled.U.tif"
"4","2013","9","1","15","0","2012-09-01 15:00:00","V","MERRA2.2013245.150.resampled.V.tif"
"4","2013","9","1","18","0","2012-09-01 18:00:00","PS","MERRA2.2013245.180.resampled.PS.tif"
"4","2013","9","1","18","0","2012-09-01 18:00:00","RH","MERRA2.2013245.180.resampled.RH.tif"
"4","2013","9","1","18","0","2012-09-01 18:00:00","T","MERRA2.2013245.180.resampled.T.tif"
"4","2013","9","1","18","0","2012-09-01 18:00:00","U","MERRA2.2013245.180.resampled.U.tif"
"4","2013","9","1","18","0","2012-09-01 18:00:00","V","MERRA2.2013245.180.resampled.V.tif"
"4","2013","9","2","15","0","2012-09-02 15:00:00","PS","MERRA2.2013246.150.resampled.PS.tif"
"4","2013","9","2","15","0","2012-09-02 15:00:00","RH","MERRA2.2013246.150.resampled.RH.tif"
"4","2013","9","2","15","0","2012-09-02 15:00:00","T","MERRA2.2013246.150.resampled.T.tif"
"4","2013","9","2","15","0","2012-09-02 15:00:00","U","MERRA2.2013246.150.resampled.U.tif"
"4","2013","9","2","15","0","2012-09-02 15:00:00","V","MERRA2.2013246.150.resampled.V.tif"
"4","2013","9","2","18","0","2012-09-02 18:00:00","PS","MERRA2.2013246.180.resampled.PS.tif"
"4","2013","9","2","18","0","2012-09-02 18:00:00","RH","MERRA2.2013246.180.resampled.RH.tif"
"4","2013","9","2","18","0","2012-09-02 18:00:00","T","MERRA2.2013246.180.resampled.T.tif"
"4","2013","9","2","18","0","2012-09-02 18:00:00","U","MERRA2.2013246.180.resampled.U.tif"
"4","2013","9","2","18","0","2012-09-02 18:00:00","V","MERRA2.2013246.180.resampled.V.tif"
"4","2013","9","3","12","0","2012-09-03 12:00:00","PS","MERRA2.2013247.120.resampled.PS.tif"
"4","2013","9","3","12","0","2012-09-03 12:00:00","RH","MERRA2.2013247.120.resampled.RH.tif"
"4","2013","9","3","12","0","2012-09-03 12:00:00","T","MERRA2.2013247.120.resampled.T.tif"
"4","2013","9","3","12","0","2012-09-03 12:00:00","U","MERRA2.2013247.120.resampled.U.tif"
"4","2013","9","3","12","0","2012-09-03 12:00:00","V","MERRA2.2013247.120.resampled.V.tif"
"4","2013","9","3","15","0","2012-09-03 15:00:00","PS","MERRA2.2013247.150.resampled.PS.tif"
"4","2013","9","3","15","0","2012-09-03 15:00:00","RH","MERRA2.2013247.150.resampled.RH.tif"
"4","2013","9","3","15","0","2012-09-03 15:00:00","T","MERRA2.2013247.150.resampled.T.tif"
"4","2013","9","3","15","0","2012-09-03 15:00:00","U","MERRA2.2013247.150.resampled.U.tif"
"4","2013","9","3","15","0","2012-09-03 15:00:00","V","MERRA2.2013247.150.resampled.V.tif"
"4","2013","9","3","18","0","2012-09-03 18:00:00","PS","MERRA2.2013247.180.resampled.PS.tif"
"4","2013","9","3","18","0","2012-09-03 18:00:00","RH","MERRA2.2013247.180.resampled.RH.tif"
"4","2013","9","3","18","0","2012-09-03 18:00:00","T","MERRA2.2013247.180.resampled.T.tif"
"4","2013","9","3","18","0","2012-09-03 18:00:00","U","MERRA2.2013247.180.resampled.U.tif"
"4","2013","9","3","18","0","2012-09-03 18:00:00","V","MERRA2.2013247.180.resampled.V.tif"
"4","2013","9","4","15","0","2012-09-04 15:00:00","PS","MERRA2.2013248.150.resampled.PS.tif"
"4","2013","9","4","15","0","2012-09-04 15:00:00","RH","MERRA2.2013248.150.resampled.RH.tif"
"4","2013","9","4","15","0","2012-09-04 15:00:00","T","MERRA2.2013248.150.resampled.T.tif"
"4","2013","9","4","15","0","2012-09-04 15:00:00","U","MERRA2.2013248.150.resampled.U.tif"
"4","2013","9","4","15","0","2012-09-04 15:00:00","V","MERRA2.2013248.150.resampled.V.tif"
"4","2013","9","4","18","0","2012-09-04 18:00:00","PS","MERRA2.2013248.180.resampled.PS.tif"
"4","2013","9","4","18","0","2012-09-04 18:00:00","RH","MERRA2.2013248.180.resampled.RH.tif"
"4","2013","9","4","18","0","2012-09-04 18:00:00","T","MERRA2.2013248.180.resampled.T.tif"
"4","2013","9","4","18","0","2012-09-04 18:00:00","U","MERRA2.2013248.180.resampled.U.tif"
"4","2013","9","4","18","0","2012-09-04 18:00:00","V","MERRA2.2013248.180.resampled.V.tif"
"4","2013","9","5","12","0","2012-09-05 12:00:00","PS","MERRA2.2013249.120.resampled.PS.tif"
"4","2013","9","5","12","0","2012-09-05 12:00:00","RH","MERRA2.2013249.120.resampled.RH.tif"
"4","2013","9","5","12","0","2012-09-05 12:00:00","T","MERRA2.2013249.120.resampled.T.tif"
"4","2013","9","5","12","0","2012-09-05 12:00:00","U","MERRA2.2013249.120.resampled.U.tif"
"4","2013","9","5","12","0","2012-09-05 12:00:00","V","MERRA2.2013249.120.resampled.V.tif"
"4","2013","9","5","15","0","2012-09-05 15:00:00","PS","MERRA2.2013249.150.resampled.PS.tif"
"4","2013","9","5","15","0","2012-09-05 15:00:00","RH","MERRA2.2013249.150.resampled.RH.tif"
"4","2013","9","5","15","0","2012-09-05 15:00:00","T","MERRA2.2013249.150.resampled.T.tif"
"4","2013","9","5","15","0","2012-09-05 15:00:00","U","MERRA2.2013249.150.resampled.U.tif"
"4","2013","9","5","15","0","2012-09-05 15:00:00","V","MERRA2.2013249.150.resampled.V.tif"
"4","2013","9","5","18","0","2012-09-05 18:00:00","PS","MERRA2.2013249.180.resampled.PS.tif"
"4","2013","9","5","18","0","2012-09-05 18:00:00","RH","MERRA2.2013249.180.resampled.RH.tif"
"4","2013","9","5","18","0","2012-09-05 18:00:00","T","MERRA2.2013249.180.resampled.T.tif"
"4","2013","9","5","18","0","2012-09-05 18:00:00","U","MERRA2.2013249.180.resampled.U.tif"
"4","2013","9","5","18","0","2012-09-05 18:00:00","V","MERRA2.2013249.180.resampled.V.tif"
"4","2013","9","6","15","0","2012-09-06 15:00:00","PS","MERRA2.2013250.150.resampled.PS.tif"
"4","2013","9","6","15","0","2012-09-06 15:00:00","RH","MERRA2.2013250.150.resampled.RH.tif"
"4","2013","9","6","15","0","2012-09-06 15:00:00","T","MERRA2.2013250.150.resampled.T.tif"
"4","2013","9","6","15","0","2012-09-06 15:00:00","U","MERRA2.2013250.150.resampled.U.tif"
"4","2013","9","6","15","0","2012-09-06 15:00:00","V","MERRA2.2013250.150.resampled.V.tif"
"4","2013","9","6","18","0","2012-09-06 18:00:00","PS","MERRA2.2013250.180.resampled.PS.tif"
"4","2013","9","6","18","0","2012-09-06 18:00:00","RH","MERRA2.2013250.180.resampled.RH.tif"
"4","2013","9","6","18","0","2012-09-06 18:00:00","T","MERRA2.2013250.180.resampled.T.tif"
"4","2013","9","6","18","0","2012-09-06 18:00:00","U","MERRA2.2013250.180.resampled.U.tif"
"4","2013","9","6","18","0","2012-09-06 18:00:00","V","MERRA2.2013250.180.resampled.V.tif"
"4","2013","9","7","12","0","2012-09-07 12:00:00","PS","MERRA2.2013251.120.resampled.PS.tif"
"4","2013","9","7","12","0","2012-09-07 12:00:00","RH","MERRA2.2013251.120.resampled.RH.tif"
"4","2013","9","7","12","0","2012-09-07 12:00:00","T","MERRA2.2013251.120.resampled.T.tif"
"4","2013","9","7","12","0","2012-09-07 12:00:00","U","MERRA2.2013251.120.resampled.U.tif"
"4","2013","9","7","12","0","2012-09-07 12:00:00","V","MERRA2.2013251.120.resampled.V.tif"
"4","2013","9","7","15","0","2012-09-07 15:00:00","PS","MERRA2.2013251.150.resampled.PS.tif"
"4","2013","9","7","15","0","2012-09-07 15:00:00","RH","MERRA2.2013251.150.resampled.RH.tif"
"4","2013","9","7","15","0","2012-09-07 15:00:00","T","MERRA2.2013251.150.resampled.T.tif"
"4","2013","9","7","15","0","2012-09-07 15:00:00","U","MERRA2.2013251.150.resampled.U.tif"
"4","2013","9","7","15","0","2012-09-07 15:00:00","V","MERRA2.2013251.150.resampled.V.tif"
"4","2013","9","7","18","0","2012-09-07 18:00:00","PS","MERRA2.2013251.180.resampled.PS.tif"
"4","2013","9","7","18","0","2012-09-07 18:00:00","RH","MERRA2.2013251.180.resampled.RH.tif"
"4","2013","9","7","18","0","2012-09-07 18:00:00","T","MERRA2.2013251.180.resampled.T.tif"
"4","2013","9","7","18","0","2012-09-07 18:00:00","U","MERRA2.2013251.180.resampled.U.tif"
"4","2013","9","7","18","0","2012-09-07 18:00:00","V","MERRA2.2013251.180.resampled.V.tif"
"4","2013","9","8","12","0","2012-09-08 12:00:00","PS","MERRA2.2013252.120.resampled.PS.tif"
"4","2013","9","8","12","0","2012-09-08 12:00:00","RH","MERRA2.2013252.120.resampled.RH.tif"
"4","2013","9","8","12","0","2012-09-08 12:00:00","T","MERRA2.2013252.120.resampled.T.tif"
"4","2013","9","8","12","0","2012-09-08 12:00:00","U","MERRA2.2013252.120.resampled.U.tif"
"4","2013","9","8","12","0","2012-09-08 12:00:00","V","MERRA2.2013252.120.resampled.V.tif"
"4","2013","9","8","15","0","2012-09-08 15:00:00","PS","MERRA2.2013252.150.resampled.PS.tif"
"4","2013","9","8","15","0","2012-09-08 15:00:00","RH","MERRA2.2013252.150.resampled.RH.tif"
"4","2013","9","8","15","0","2012-09-08 15:00:00","T","MERRA2.2013252.150.resampled.T.tif"
"4","2013","9","8","15","0","2012-09-08 15:00:00","U","MERRA2.2013252.150.resampled.U.tif"
"4","2013","9","8","15","0","2012-09-08 15:00:00","V","MERRA2.2013252.150.resampled.V.tif"
"4","2013","9","8","18","0","2012-09-08 18:00:00","PS","MERRA2.2013252.180.resampled.PS.tif"
"4","2013","9","8","18","0","2012-09-08 18:00:00","RH","MERRA2.2013252.180.resampled.RH.tif"
"4","2013","9","8","18","0","2012-09-08 18:00:00","T","MERRA2.2013252.180.resampled.T.tif"
"4","2013","9","8","18","0","2012-09-08 18:00:00","U","MERRA2.2013252.180.resampled.U.tif"
"4","2013","9","8","18","0","2012-09-08 18:00:00","V","MERRA2.2013252.180.resampled.V.tif"
"4","2013","9","9","12","0","2012-09-09 12:00:00","PS","MERRA2.2013253.120.resampled.PS.tif"
"4","2013","9","9","12","0","2012-09-09 12:00:00","RH","MERRA2.2013253.120.resampled.RH.tif"
"4","2013","9","9","12","0","2012-09-09 12:00:00","T","MERRA2.2013253.120.resampled.T.tif"
"4","2013","9","9","12","0","2012-09-09 12:00:00","U","MERRA2.2013253.120.resampled.U.tif"
"4","2013","9","9","12","0","2012-09-09 12:00:00","V","MERRA2.2013253.120.resampled.V.tif"
"4","2013","9","9","15","0","2012-09-09 15:00:00","PS","MERRA2.2013253.150.resampled.PS.tif"
"4","2013","9","9","15","0","2012-09-09 15:00:00","RH","MERRA2.2013253.150.resampled.RH.tif"
"4","2013","9","9","15","0","2012-09-09 15:00:00","T","MERRA2.2013253.150.resampled.T.tif"
"4","2013","9","9","15","0","2012-09-09 15:00:00","U","MERRA2.2013253.150.resampled.U.tif"
"4","2013","9","9","15","0","2012-09-09 15:00:00","V","MERRA2.2013253.150.resampled.V.tif"
"4","2013","9","9","18","0","2012-09-09 18:00:00","PS","MERRA2.2013253.180.resampled.PS.tif"
"4","2013","9","9","18","0","2012-09-09 18:00:00","RH","MERRA2.2013253.180.resampled.RH.tif"
"4","2013","9","9","18","0","2012-09-09 18:00:00","T","MERRA2.2013253.180.resampled.T.tif"
"4","2013","9","9","18","0","2012-09-09 18:00:00","U","MERRA2.2013253.180.resampled.U.tif"
"4","2013","9","9","18","0","2012-09-09 18:00:00","V","MERRA2.2013253.180.resampled.V.tif"
"4","2013","9","10","12","0","2012-09-10 12:00:00","PS","MERRA2.2013254.120.resampled.PS.tif"
"4","2013","9","10","12","0","2012-09-10 12:00:00","RH","MERRA2.2013254.120.resampled.RH.tif"
"4","2013","9","10","12","0","2012-09-10 12:00:00","T","MERRA2.2013254.120.resampled.T.tif"
"4","2013","9","10","12","0","2012-09-10 12:00:00","U","MERRA2.2013254.120.resampled.U.tif"
"4","2013","9","10","12","0","2012-09-10 12:00:00","V","MERRA2.2013254.120.resampled.V.tif"
"4","2013","9","10","15","0","2012-09-10 15:00:00","PS","MERRA2.2013254.150.resampled.PS.tif"
"4","2013","9","11","15","0","2013-09-11 15:00:00","RH","MERRA2.2013254.150.resampled.RH.tif"
"4","2013","9","11","15","0","2013-09-11 15:00:00","T","MERRA2.2013254.150.resampled.T.tif"
"4","2013","9","11","15","0","2013-09-11 15:00:00","U","MERRA2.2013254.150.resampled.U.tif"
"4","2013","9","11","15","0","2013-09-11 15:00:00","V","MERRA2.2013254.150.resampled.V.tif"
"4","2013","9","11","18","0","2013-09-11 18:00:00","PS","MERRA2.2013254.180.resampled.PS.tif"
"4","2013","9","11","18","0","2013-09-11 18:00:00","RH","MERRA2.2013254.180.resampled.RH.tif"
"4","2013","9","11","18","0","2013-09-11 18:00:00","T","MERRA2.2013254.180.resampled.T.tif"
"4","2013","9","11","18","0","2013-09-11 18:00:00","U","MERRA2.2013254.180.resampled.U.tif"
"4","2013","9","11","18","0","2013-09-11 18:00:00","V","MERRA2.2013254.180.resampled.V.tif"
"4","2013","9","12","15","0","2013-09-12 15:00:00","PS","MERRA2.2013255.150.resampled.PS.tif"
"4","2013","9","12","15","0","2013-09-12 15:00:00","RH","MERRA2.2013255.150.resampled.RH.tif"
"4","2013","9","12","15","0","2013-09-12 15:00:00","T","MERRA2.2013255.150.resampled.T.tif"
"4","2013","9","12","15","0","2013-09-12 15:00:00","U","MERRA2.2013255.150.resampled.U.tif"
"4","2013","9","12","15","0","2013-09-12 15:00:00","V","MERRA2.2013255.150.resampled.V.tif"
"4","2013","9","12","18","0","2013-09-12 18:00:00","PS","MERRA2.2013255.180.resampled.PS.tif"
"4","2013","9","12","18","0","2013-09-12 18:00:00","RH","MERRA2.2013255.180.resampled.RH.tif"
"4","2013","9","12","18","0","2013-09-12 18:00:00","T","MERRA2.2013255.180.resampled.T.tif"
"4","2013","9","12","18","0","2013-09-12 18:00:00","U","MERRA2.2013255.180.resampled.U.tif"
"4","2013","9","12","18","0","2013-09-12 18:00:00","V","MERRA2.2013255.180.resampled.V.tif"
"4","2013","9","13","12","0","2013-09-13 12:00:00","PS","MERRA2.2013256.120.resampled.PS.tif"
"4","2013","9","13","12","0","2013-09-13 12:00:00","RH","MERRA2.2013256.120.resampled.RH.tif"
"4","2013","9","13","12","0","2013-09-13 12:00:00","T","MERRA2.2013256.120.resampled.T.tif"
"4","2013","9","13","12","0","2013-09-13 12:00:00","U","MERRA2.2013256.120.resampled.U.tif"
"4","2013","9","13","12","0","2013-09-13 12:00:00","V","MERRA2.2013256.120.resampled.V.tif"
"4","2013","9","13","15","0","2013-09-13 15:00:00","PS","MERRA2.2013256.150.resampled.PS.tif"
"4","2013","9","13","15","0","2013-09-13 15:00:00","RH","MERRA2.2013256.150.resampled.RH.tif"
"4","2013","9","13","15","0","2013-09-13 15:00:00","T","MERRA2.2013256.150.resampled.T.tif"
"4","2013","9","13","15","0","2013-09-13 15:00:00","U","MERRA2.2013256.150.resampled.U.tif"
"4","2013","9","13","15","0","2013-09-13 15:00:00","V","MERRA2.2013256.150.resampled.V.tif"
"4","2013","9","13","18","0","2013-09-13 18:00:00","PS","MERRA2.2013256.180.resampled.PS.tif"
"4","2013","9","13","18","0","2013-09-13 18:00:00","RH","MERRA2.2013256.180.resampled.RH.tif"
"4","2013","9","13","18","0","2013-09-13 18:00:00","T","MERRA2.2013256.180.resampled.T.tif"
"4","2013","9","13","18","0","2013-09-13 18:00:00","U","MERRA2.2013256.180.resampled.U.tif"
"4","2013","9","13","18","0","2013-09-13 18:00:00","V","MERRA2.2013256.180.resampled.V.tif"
"4","2013","9","14","15","0","2013-09-14 15:00:00","PS","MERRA2.2013257.150.resampled.PS.tif"
"4","2013","9","14","15","0","2013-09-14 15:00:00","RH","MERRA2.2013257.150.resampled.RH.tif"
"4","2013","9","14","15","0","2013-09-14 15:00:00","T","MERRA2.2013257.150.resampled.T.tif"
"4","2013","9","14","15","0","2013-09-14 15:00:00","U","MERRA2.2013257.150.resampled.U.tif"
"4","2013","9","14","15","0","2013-09-14 15:00:00","V","MERRA2.2013257.150.resampled.V.tif"
"4","2013","9","14","18","0","2013-09-14 18:00:00","PS","MERRA2.2013257.180.resampled.PS.tif"
"4","2013","9","14","18","0","2013-09-14 18:00:00","RH","MERRA2.2013257.180.resampled.RH.tif"
"4","2013","9","14","18","0","2013-09-14 18:00:00","T","MERRA2.2013257.180.resampled.T.tif"
"4","2013","9","14","18","0","2013-09-14 18:00:00","U","MERRA2.2013257.180.resampled.U.tif"
"4","2013","9","14","18","0","2013-09-14 18:00:00","V","MERRA2.2013257.180.resampled.V.tif"
"4","2013","9","15","12","0","2013-09-15 12:00:00","PS","MERRA2.2013258.120.resampled.PS.tif"
"4","2013","9","15","12","0","2013-09-15 12:00:00","RH","MERRA2.2013258.120.resampled.RH.tif"
"4","2013","9","15","12","0","2013-09-15 12:00:00","T","MERRA2.2013258.120.resampled.T.tif"
"4","2013","9","15","12","0","2013-09-15 12:00:00","U","MERRA2.2013258.120.resampled.U.tif"
"4","2013","9","15","12","0","2013-09-15 12:00:00","V","MERRA2.2013258.120.resampled.V.tif"
"4","2013","9","15","15","0","2013-09-15 15:00:00","PS","MERRA2.2013258.150.resampled.PS.tif"
"4","2013","9","15","15","0","2013-09-15 15:00:00","RH","MERRA2.2013258.150.resampled.RH.tif"
"4","2013","9","15","15","0","2013-09-15 15:00:00","T","MERRA2.2013258.150.resampled.T.tif"
"4","2013","9","15","15","0","2013-09-15 15:00:00","U","MERRA2.2013258.150.resampled.U.tif"
"4","2013","9","15","15","0","2013-09-15 15:00:00","V","MERRA2.2013258.150.resampled.V.tif"
"4","2013","9","15","18","0","2013-09-15 18:00:00","PS","MERRA2.2013258.180.resampled.PS.tif"
"4","2013","9","15","18","0","2013-09-15 18:00:00","RH","MERRA2.2013258.180.resampled.RH.tif"
"4","2013","9","15","18","0","2013-09-15 18:00:00","T","MERRA2.2013258.180.resampled.T.tif"
"4","2013","9","15","18","0","2013-09-15 18:00:00","U","MERRA2.2013258.180.resampled.U.tif"
"4","2013","9","15","18","0","2013-09-15 18:00:00","V","MERRA2.2013258.180.resampled.V.tif"
"4","2013","9","16","12","0","2013-09-16 12:00:00","PS","MERRA2.2013259.120.resampled.PS.tif"
"4","2013","9","16","12","0","2013-09-16 12:00:00","RH","MERRA2.2013259.120.resampled.RH.tif"
"4","2013","9","16","12","0","2013-09-16 12:00:00","T","MERRA2.2013259.120.resampled.T.tif"
"4","2013","9","16","12","0","2013-09-16 12:00:00","U","MERRA2.2013259.120.resampled.U.tif"
"4","2013","9","16","12","0","2013-09-16 12:00:00","V","MERRA2.2013259.120.resampled.V.tif"
"4","2013","9","16","18","0","2013-09-16 18:00:00","PS","MERRA2.2013259.180.resampled.PS.tif"
"4","2013","9","16","18","0","2013-09-16 18:00:00","RH","MERRA2.2013259.180.resampled.RH.tif"
"4","2013","9","16","18","0","2013-09-16 18:00:00","T","MERRA2.2013259.180.resampled.T.tif"
"4","2013","9","16","18","0","2013-09-16 18:00:00","U","MERRA2.2013259.180.resampled.U.tif"
"4","2013","9","16","18","0","2013-09-16 18:00:00","V","MERRA2.2013259.180.resampled.V.tif"
"4","2013","9","17","12","0","2013-09-17 12:00:00","PS","MERRA2.2013260.120.resampled.PS.tif"
"4","2013","9","17","12","0","2013-09-17 12:00:00","RH","MERRA2.2013260.120.resampled.RH.tif"
"4","2013","9","17","12","0","2013-09-17 12:00:00","T","MERRA2.2013260.120.resampled.T.tif"
"4","2013","9","17","12","0","2013-09-17 12:00:00","U","MERRA2.2013260.120.resampled.U.tif"
"4","2013","9","17","12","0","2013-09-17 12:00:00","V","MERRA2.2013260.120.resampled.V.tif"
"4","2013","9","17","15","0","2013-09-17 15:00:00","PS","MERRA2.2013260.150.resampled.PS.tif"
"4","2013","9","17","15","0","2013-09-17 15:00:00","RH","MERRA2.2013260.150.resampled.RH.tif"
"4","2013","9","17","15","0","2013-09-17 15:00:00","T","MERRA2.2013260.150.resampled.T.tif"
"4","2013","9","17","15","0","2013-09-17 15:00:00","U","MERRA2.2013260.150.resampled.U.tif"
"4","2013","9","17","15","0","2013-09-17 15:00:00","V","MERRA2.2013260.150.resampled.V.tif"
"4","2013","9","17","18","0","2013-09-17 18:00:00","PS","MERRA2.2013260.180.resampled.PS.tif"
"4","2013","9","17","18","0","2013-09-17 18:00:00","RH","MERRA2.2013260.180.resampled.RH.tif"
"4","2013","9","17","18","0","2013-09-17 18:00:00","T","MERRA2.2013260.180.resampled.T.tif"
"4","2013","9","17","18","0","2013-09-17 18:00:00","U","MERRA2.2013260.180.resampled.U.tif"
"4","2013","9","17","18","0","2013-09-17 18:00:00","V","MERRA2.2013260.180.resampled.V.tif"
"4","2013","9","18","12","0","2013-09-18 12:00:00","PS","MERRA2.2013261.120.resampled.PS.tif"
"4","2013","9","18","12","0","2013-09-18 12:00:00","RH","MERRA2.2013261.120.resampled.RH.tif"
"4","2013","9","18","12","0","2013-09-18 12:00:00","T","MERRA2.2013261.120.resampled.T.tif"
"4","2013","9","18","12","0","2013-09-18 12:00:00","U","MERRA2.2013261.120.resampled.U.tif"
"4","2013","9","18","12","0","2013-09-18 12:00:00","V","MERRA2.2013261.120.resampled.V.tif"
"4","2013","9","18","15","0","2013-09-18 15:00:00","PS","MERRA2.2013261.150.resampled.PS.tif"
"4","2013","9","18","15","0","2013-09-18 15:00:00","RH","MERRA2.2013261.150.resampled.RH.tif"
"4","2013","9","18","15","0","2013-09-18 15:00:00","T","MERRA2.2013261.150.resampled.T.tif"
"4","2013","9","18","15","0","2013-09-18 15:00:00","U","MERRA2.2013261.150.resampled.U.tif"
"4","2013","9","18","15","0","2013-09-18 15:00:00","V","MERRA2.2013261.150.resampled.V.tif"
"4","2013","9","18","18","0","2013-09-18 18:00:00","PS","MERRA2.2013261.180.resampled.PS.tif"
"4","2013","9","18","18","0","2013-09-18 18:00:00","RH","MERRA2.2013261.180.resampled.RH.tif"
"4","2013","9","18","18","0","2013-09-18 18:00:00","T","MERRA2.2013261.180.resampled.T.tif"
"4","2013","9","18","18","0","2013-09-18 18:00:00","U","MERRA2.2013261.180.resampled.U.tif"
"4","2013","9","18","18","0","2013-09-18 18:00:00","V","MERRA2.2013261.180.resampled.V.tif"
"4","2013","9","19","15","0","2013-09-19 15:00:00","PS","MERRA2.2013262.150.resampled.PS.tif"
"4","2013","9","19","15","0","2013-09-19 15:00:00","RH","MERRA2.2013262.150.resampled.RH.tif"
"4","2013","9","19","15","0","2013-09-19 15:00:00","T","MERRA2.2013262.150.resampled.T.tif"
"4","2013","9","19","15","0","2013-09-19 15:00:00","U","MERRA2.2013262.150.resampled.U.tif"
"4","2013","9","19","15","0","2013-09-19 15:00:00","V","MERRA2.2013262.150.resampled.V.tif"
"4","2013","9","19","18","0","2013-09-19 18:00:00","PS","MERRA2.2013262.180.resampled.PS.tif"
"4","2013","9","19","18","0","2013-09-19 18:00:00","RH","MERRA2.2013262.180.resampled.RH.tif"
"4","2013","9","19","18","0","2013-09-19 18:00:00","T","MERRA2.2013262.180.resampled.T.tif"
"4","2013","9","19","18","0","2013-09-19 18:00:00","U","MERRA2.2013262.180.resampled.U.tif"
"4","2013","9","19","18","0","2013-09-19 18:00:00","V","MERRA2.2013262.180.resampled.V.tif"
"4","2013","9","20","12","0","2013-09-20 12:00:00","PS","MERRA2.2013263.120.resampled.PS.tif"
"4","2013","9","20","12","0","2013-09-20 12:00:00","RH","MERRA2.2013263.120.resampled.RH.tif"
"4","2013","9","20","12","0","2013-09-20 12:00:00","T","MERRA2.2013263.120.resampled.T.tif"
"4","2013","9","20","12","0","2013-09-20 12:00:00","U","MERRA2.2013263.120.resampled.U.tif"
"4","2013","9","20","12","0","2013-09-20 12:00:00","V","MERRA2.2013263.120.resampled.V.tif"
"4","2013","9","20","15","0","2013-09-20 15:00:00","PS","MERRA2.2013263.150.resampled.PS.tif"
"4","2013","9","20","15","0","2013-09-20 15:00:00","RH","MERRA2.2013263.150.resampled.RH.tif"
"4","2013","9","20","15","0","2013-09-20 15:00:00","T","MERRA2.2013263.150.resampled.T.tif"
"4","2013","9","20","15","0","2013-09-20 15:00:00","U","MERRA2.2013263.150.resampled.U.tif"
"4","2013","9","20","15","0","2013-09-20 15:00:00","V","MERRA2.2013263.150.resampled.V.tif"
"4","2013","9","20","18","0","2013-09-20 18:00:00","PS","MERRA2.2013263.180.resampled.PS.tif"
"4","2013","9","20","18","0","2013-09-20 18:00:00","RH","MERRA2.2013263.180.resampled.RH.tif"
"4","2013","9","20","18","0","2013-09-20 18:00:00","T","MERRA2.2013263.180.resampled.T.tif"
"4","2013","9","20","18","0","2013-09-20 18:00:00","U","MERRA2.2013263.180.resampled.U.tif"
"4","2013","9","20","18","0","2013-09-20 18:00:00","V","MERRA2.2013263.180.resampled.V.tif"
"4","2013","9","21","15","0","2013-09-21 15:00:00","PS","MERRA2.2013264.150.resampled.PS.tif"
"4","2013","9","21","15","0","2013-09-21 15:00:00","RH","MERRA2.2013264.150.resampled.RH.tif"
"4","2013","9","21","15","0","2013-09-21 15:00:00","T","MERRA2.2013264.150.resampled.T.tif"
"4","2013","9","21","15","0","2013-09-21 15:00:00","U","MERRA2.2013264.150.resampled.U.tif"
"4","2013","9","21","15","0","2013-09-21 15:00:00","V","MERRA2.2013264.150.resampled.V.tif"
"4","2013","9","21","18","0","2013-09-21 18:00:00","PS","MERRA2.2013264.180.resampled.PS.tif"
"4","2013","9","21","18","0","2013-09-21 18:00:00","RH","MERRA2.2013264.180.resampled.RH.tif"
"4","2013","9","21","18","0","2013-09-21 18:00:00","T","MERRA2.2013264.180.resampled.T.tif"
"4","2013","9","21","18","0","2013-09-21 18:00:00","U","MERRA2.2013264.180.resampled.U.tif"
