Fecha_Hora (yyyy-mm-dd hh:mm:ss);Satelite;AODnm;valor_AOD;estacion_pm
22/09/2012 17:40;A;470;NA;BB1
22/09/2012 17:40;A;470;NA;BB2
26/09/2012 17:15;A;470;0.116959192;LBO
26/09/2012 17:15;A;470;0.11982011;CEN
26/09/2012 17:15;A;470;0.104437254;COR
26/09/2012 17:15;A;470;0.095696688;PAL
26/09/2012 17:15;A;470;0.063035019;LMA
26/09/2012 17:15;A;470;0.06791582;DKS
26/09/2012 17:15;A;470;NA;BB1
26/09/2012 17:15;A;470;NA;BB2
27/09/2012 18:00;A;470;0.031685255;LBO
27/09/2012 18:00;A;470;0.05389889;CEN
27/09/2012 18:00;A;470;0.06983003;COR
27/09/2012 18:00;A;470;0.08309681;PAL
27/09/2012 18:00;A;470;0.134828821;LMA
27/09/2012 18:00;A;470;0.106623217;DKS
27/09/2012 18:00;A;470;NA;BB1
27/09/2012 18:00;A;470;NA;BB2
29/09/2012 17:45;A;470;0.108205631;LBO
29/09/2012 17:45;A;470;0.114328653;CEN
29/09/2012 17:45;A;470;0.097819731;COR
29/09/2012 17:45;A;470;0.0850759;PAL
29/09/2012 17:45;A;470;0.246637002;LMA
29/09/2012 17:45;A;470;0.253617525;DKS
29/09/2012 17:45;A;470;NA;BB1
29/09/2012 17:45;A;470;NA;BB2
01/10/2012 17:35;A;470;0.190680563;LBO
01/10/2012 17:35;A;470;0.2042308;CEN
01/10/2012 17:35;A;470;0.199024573;COR
01/10/2012 17:35;A;470;0.204832345;PAL
01/10/2012 17:35;A;470;0.198857561;LMA
01/10/2012 17:35;A;470;0.194943666;DKS
01/10/2012 17:35;A;470;NA;BB1
01/10/2012 17:35;A;470;NA;BB2
04/10/2012 18:05;A;470;0.087946579;LBO
04/10/2012 18:05;A;470;0.107611112;CEN
04/10/2012 18:05;A;470;0.09060064;COR
04/10/2012 18:05;A;470;0.095909916;PAL
04/10/2012 18:05;A;470;0.04539853;LMA
04/10/2012 18:05;A;470;0.029530834;DKS
04/10/2012 18:05;A;470;NA;BB1
04/10/2012 18:05;A;470;NA;BB2
11/10/2012 18:10;A;470;0.076010019;LBO
11/10/2012 18:10;A;470;0.103842825;CEN
11/10/2012 18:10;A;470;0.097267762;COR
11/10/2012 18:10;A;470;0.109193899;PAL
11/10/2012 18:10;A;470;0.15813227;LMA
11/10/2012 18:10;A;470;0.139386728;DKS
11/10/2012 18:10;A;470;NA;BB1
11/10/2012 18:10;A;470;NA;BB2
12/10/2012 17:15;A;470;0.097731404;LBO
12/10/2012 17:15;A;470;0.090151899;CEN
12/10/2012 17:15;A;470;0.097000003;COR
12/10/2012 17:15;A;470;0.085782476;PAL
12/10/2012 17:15;A;470;0.108917825;LMA
12/10/2012 17:15;A;470;0.095048159;DKS
12/10/2012 17:15;A;470;NA;BB1
12/10/2012 17:15;A;470;NA;BB2
13/10/2012 18:00;A;470;0.033256337;LBO
13/10/2012 18:00;A;470;0.038729034;CEN
13/10/2012 18:00;A;470;0.079666577;COR
13/10/2012 18:00;A;470;0.148018584;PAL
13/10/2012 18:00;A;470;0.082768239;LMA
13/10/2012 18:00;A;470;0.071642801;DKS
13/10/2012 18:00;A;470;NA;BB1
13/10/2012 18:00;A;470;NA;BB2
20/10/2012 18:05;A;470;0.050435998;LBO
20/10/2012 18:05;A;470;0.044034831;CEN
20/10/2012 18:05;A;470;0.034260795;COR
20/10/2012 18:05;A;470;0.036996823;PAL
20/10/2012 18:05;A;470;0.277421504;LMA
20/10/2012 18:05;A;470;0.281232357;DKS
20/10/2012 18:05;A;470;NA;BB1
20/10/2012 18:05;A;470;NA;BB2
24/10/2012 17:40;A;470;0.140417114;LBO
24/10/2012 17:40;A;470;0.147534177;CEN
24/10/2012 17:40;A;470;0.142040938;COR
24/10/2012 17:40;A;470;0.142639026;PAL
24/10/2012 17:40;A;470;0.142238513;LMA
24/10/2012 17:40;A;470;0.139445141;DKS
24/10/2012 17:40;A;470;NA;BB1
24/10/2012 17:40;A;470;NA;BB2
25/10/2012 18:20;A;470;0.073414594;LBO
25/10/2012 18:20;A;470;0.048763566;CEN
25/10/2012 18:20;A;470;0.058956638;COR
25/10/2012 18:20;A;470;0.115923926;PAL
25/10/2012 18:20;A;470;0.079296209;LMA
25/10/2012 18:20;A;470;0.077148877;DKS
25/10/2012 18:20;A;470;NA;BB1
25/10/2012 18:20;A;470;NA;BB2
26/10/2012 17:25;A;470;0.225388274;LBO
26/10/2012 17:25;A;470;0.219718009;CEN
26/10/2012 17:25;A;470;0.215831488;COR
26/10/2012 17:25;A;470;0.211561635;PAL
26/10/2012 17:25;A;470;0.18297115;LMA
26/10/2012 17:25;A;470;0.178211987;DKS
26/10/2012 17:25;A;470;NA;BB1
26/10/2012 17:25;A;470;NA;BB2
02/11/2012 17:35;A;470;0.040721696;LBO
02/11/2012 17:35;A;470;0.043889888;CEN
02/11/2012 17:35;A;470;0.087264754;COR
02/11/2012 17:35;A;470;0.092338927;PAL
02/11/2012 17:35;A;470;0.068485029;LMA
02/11/2012 17:35;A;470;0.058728077;DKS
02/11/2012 17:35;A;470;NA;BB1
02/11/2012 17:35;A;470;NA;BB2
03/11/2012 18:15;A;470;0.068448015;LBO
03/11/2012 18:15;A;470;0.089048639;CEN
03/11/2012 18:15;A;470;0.079387255;COR
03/11/2012 18:15;A;470;0.08824677;PAL
03/11/2012 18:15;A;470;0.071794443;LMA
03/11/2012 18:15;A;470;0.058711898;DKS
03/11/2012 18:15;A;470;NA;BB1
03/11/2012 18:15;A;470;NA;BB2
05/11/2012 18:05;A;470;0.08368405;LBO
05/11/2012 18:05;A;470;0.081552237;CEN
05/11/2012 18:05;A;470;0.080829047;COR
05/11/2012 18:05;A;470;0.079202041;PAL
05/11/2012 18:05;A;470;0.076380834;LMA
05/11/2012 18:05;A;470;0.034280028;DKS
05/11/2012 18:05;A;470;NA;BB1
05/11/2012 18:05;A;470;NA;BB2
06/11/2012 17:10;A;470;0.186117336;LBO
06/11/2012 17:10;A;470;0.195682004;CEN
06/11/2012 17:10;A;470;0.186917797;COR
06/11/2012 17:10;A;470;0.186245382;PAL
06/11/2012 17:10;A;470;0.195634618;LMA
06/11/2012 17:10;A;470;0.18007648;DKS
06/11/2012 17:10;A;470;NA;BB1
06/11/2012 17:10;A;470;NA;BB2
07/11/2012 17:50;A;470;0.148450136;LBO
07/11/2012 17:50;A;470;0.103775434;CEN
07/11/2012 17:50;A;470;0.194659784;COR
07/11/2012 17:50;A;470;0.170124605;PAL
07/11/2012 17:50;A;470;0.116169907;LMA
07/11/2012 17:50;A;470;0.104944475;DKS
07/11/2012 17:50;A;470;NA;BB1
07/11/2012 17:50;A;470;NA;BB2
08/11/2012 18:35;A;470;0.072806008;LBO
08/11/2012 18:35;A;470;0.133052289;CEN
08/11/2012 18:35;A;470;0.073298268;COR
08/11/2012 18:35;A;470;0.127115265;PAL
08/11/2012 18:35;A;470;0.049791332;LMA
08/11/2012 18:35;A;470;0.074035577;DKS
08/11/2012 18:35;A;470;NA;BB1
08/11/2012 18:35;A;470;NA;BB2
13/11/2012 17:15;A;470;0.166554734;LBO
13/11/2012 17:15;A;470;0.139483124;CEN
13/11/2012 17:15;A;470;0.178055301;COR
13/11/2012 17:15;A;470;0.16068241;PAL
13/11/2012 17:15;A;470;0.139144629;LMA
13/11/2012 17:15;A;470;0.137985691;DKS
13/11/2012 17:15;A;470;NA;BB1
13/11/2012 17:15;A;470;NA;BB2
15/11/2012 17:05;A;470;0.159753338;LBO
15/11/2012 17:05;A;470;0.129474729;CEN
15/11/2012 17:05;A;470;0.131628633;COR
15/11/2012 17:05;A;470;0.123488218;PAL
15/11/2012 17:05;A;470;0.115016922;LMA
15/11/2012 17:05;A;470;0.112193927;DKS
15/11/2012 17:05;A;470;NA;BB1
15/11/2012 17:05;A;470;NA;BB2
15/11/2012 18:40;A;470;0.046012834;LBO
15/11/2012 18:40;A;470;0.097690284;CEN
15/11/2012 18:40;A;470;0.08482793;COR
15/11/2012 18:40;A;470;0.090573624;PAL
15/11/2012 18:40;A;470;0.118085876;LMA
15/11/2012 18:40;A;470;0.124201953;DKS
15/11/2012 18:40;A;470;NA;BB1
15/11/2012 18:40;A;470;NA;BB2
20/11/2012 17:20;A;470;0.257096231;LBO
20/11/2012 17:20;A;470;0.270963997;CEN
20/11/2012 17:20;A;470;0.270588666;COR
20/11/2012 17:20;A;470;0.2740812;PAL
20/11/2012 17:20;A;470;0.134910449;LMA
20/11/2012 17:20;A;470;0.115755051;DKS
20/11/2012 17:20;A;470;NA;BB1
20/11/2012 17:20;A;470;NA;BB2
24/11/2012 18:35;A;470;0.08203581;LBO
24/11/2012 18:35;A;470;0.109603927;CEN
24/11/2012 18:35;A;470;0.084541403;COR
24/11/2012 18:35;A;470;0.086576559;PAL
24/11/2012 18:35;A;470;0.064561501;LMA
24/11/2012 18:35;A;470;0.040173899;DKS
24/11/2012 18:35;A;470;NA;BB1
24/11/2012 18:35;A;470;NA;BB2
26/11/2012 18:20;A;470;0.285624892;LBO
26/11/2012 18:20;A;470;0.366056681;CEN
26/11/2012 18:20;A;470;0.325598538;COR
26/11/2012 18:20;A;470;0.353822976;PAL
26/11/2012 18:20;A;470;0.156435341;LMA
26/11/2012 18:20;A;470;0.131847948;DKS
26/11/2012 18:20;A;470;NA;BB1
26/11/2012 18:20;A;470;NA;BB2
29/11/2012 17:15;A;470;0.209254593;LBO
29/11/2012 17:15;A;470;0.194340721;CEN
29/11/2012 17:15;A;470;0.219168499;COR
29/11/2012 17:15;A;470;0.2010414;PAL
29/11/2012 17:15;A;470;0.118770175;LMA
29/11/2012 17:15;A;470;0.099501736;DKS
29/11/2012 17:15;A;470;NA;BB1
29/11/2012 17:15;A;470;NA;BB2
01/12/2012 17:05;A;470;0.170725286;LBO
01/12/2012 17:05;A;470;0.141735449;CEN
01/12/2012 17:05;A;470;0.152456194;COR
01/12/2012 17:05;A;470;0.139759123;PAL
01/12/2012 17:05;A;470;0.045695025;LMA
01/12/2012 17:05;A;470;0.05411214;DKS
01/12/2012 17:05;A;470;NA;BB1
01/12/2012 17:05;A;470;NA;BB2
01/12/2012 18:40;A;470;0.111900389;LBO
01/12/2012 18:40;A;470;0.084558666;CEN
01/12/2012 18:40;A;470;0.095586963;COR
01/12/2012 18:40;A;470;0.087629497;PAL
01/12/2012 18:40;A;470;0.028735287;LMA
01/12/2012 18:40;A;470;0.035113454;DKS
01/12/2012 18:40;A;470;NA;BB1
01/12/2012 18:40;A;470;NA;BB2
02/12/2012 17:45;A;470;0.068375595;LBO
02/12/2012 17:45;A;470;0.054256879;CEN
02/12/2012 17:45;A;470;0.053583294;COR
02/12/2012 17:45;A;470;0.058554463;PAL
02/12/2012 17:45;A;470;0.055895437;LMA
02/12/2012 17:45;A;470;0.029358353;DKS
02/12/2012 17:45;A;470;NA;BB1
02/12/2012 17:45;A;470;NA;BB2
07/12/2012 18:05;A;470;0.091254793;LBO
07/12/2012 18:05;A;470;0.130919188;CEN
07/12/2012 18:05;A;470;0.18130742;COR
07/12/2012 18:05;A;470;0.191224828;PAL
07/12/2012 18:05;A;470;0.146178573;LMA
07/12/2012 18:05;A;470;0.109512307;DKS
07/12/2012 18:05;A;470;NA;BB1
07/12/2012 18:05;A;470;NA;BB2
08/12/2012 17:10;A;470;0.134771064;LBO
08/12/2012 17:10;A;470;0.147411376;CEN
08/12/2012 17:10;A;470;0.16554518;COR
08/12/2012 17:10;A;470;0.163953468;PAL
08/12/2012 17:10;A;470;0.069136754;LMA
08/12/2012 17:10;A;470;0.07376001;DKS
08/12/2012 17:10;A;470;NA;BB1
08/12/2012 17:10;A;470;NA;BB2
09/12/2012 17:50;A;470;0.203711942;LBO
09/12/2012 17:50;A;470;0.182046339;CEN
09/12/2012 17:50;A;470;0.190793276;COR
09/12/2012 17:50;A;470;0.184490442;PAL
09/12/2012 17:50;A;470;0.061587553;LMA
09/12/2012 17:50;A;470;0.04773787;DKS
09/12/2012 17:50;A;470;NA;BB1
09/12/2012 17:50;A;470;NA;BB2
11/12/2012 17:40;A;470;0.071518913;LBO
11/12/2012 17:40;A;470;0.055213645;CEN
11/12/2012 17:40;A;470;0.066924542;COR
11/12/2012 17:40;A;470;0.066365011;PAL
11/12/2012 17:40;A;470;0.091176003;LMA
11/12/2012 17:40;A;470;0.099109374;DKS
11/12/2012 17:40;A;470;NA;BB1
11/12/2012 17:40;A;470;NA;BB2
12/12/2012 18:25;A;470;0.070132852;LBO
12/12/2012 18:25;A;470;0.196020961;CEN
12/12/2012 18:25;A;470;0.173564777;COR
12/12/2012 18:25;A;470;0.182829484;PAL
12/12/2012 18:25;A;470;0.074973851;LMA
12/12/2012 18:25;A;470;0.065129623;DKS
12/12/2012 18:25;A;470;NA;BB1
12/12/2012 18:25;A;470;NA;BB2
13/12/2012 17:30;A;470;0.187592298;LBO
13/12/2012 17:30;A;470;0.205769822;CEN
13/12/2012 17:30;A;470;0.27880767;COR
13/12/2012 17:30;A;470;0.259906739;PAL
13/12/2012 17:30;A;470;0.174862087;LMA
13/12/2012 17:30;A;470;0.172612354;DKS
13/12/2012 17:30;A;470;NA;BB1
13/12/2012 17:30;A;470;NA;BB2
15/12/2012 17:15;A;470;0.238503829;LBO
15/12/2012 17:15;A;470;0.236573964;CEN
15/12/2012 17:15;A;470;0.231244773;COR
15/12/2012 17:15;A;470;0.217246249;PAL
15/12/2012 17:15;A;470;0.104165614;LMA
15/12/2012 17:15;A;470;0.101762772;DKS
15/12/2012 17:15;A;470;NA;BB1
15/12/2012 17:15;A;470;NA;BB2
20/12/2012 17:35;A;470;0.211636573;LBO
20/12/2012 17:35;A;470;0.248823434;CEN
20/12/2012 17:35;A;470;0.221390694;COR
20/12/2012 17:35;A;470;0.223890573;PAL
20/12/2012 17:35;A;470;0.152818084;LMA
20/12/2012 17:35;A;470;0.135945082;DKS
20/12/2012 17:35;A;470;NA;BB1
20/12/2012 17:35;A;470;NA;BB2
21/12/2012 18:15;A;470;0.044592455;LBO
21/12/2012 18:15;A;470;0.072170079;CEN
21/12/2012 18:15;A;470;0.08663179;COR
21/12/2012 18:15;A;470;0.096500099;PAL
21/12/2012 18:15;A;470;0.110393934;LMA
21/12/2012 18:15;A;470;0.076347768;DKS
21/12/2012 18:15;A;470;NA;BB1
21/12/2012 18:15;A;470;NA;BB2
22/12/2012 17:20;A;470;0.204108417;LBO
22/12/2012 17:20;A;470;0.205577567;CEN
22/12/2012 17:20;A;470;0.276031494;COR
22/12/2012 17:20;A;470;0.261432797;PAL
22/12/2012 17:20;A;470;0.083950557;LMA
22/12/2012 17:20;A;470;0.084918618;DKS
22/12/2012 17:20;A;470;NA;BB1
22/12/2012 17:20;A;470;NA;BB2
23/12/2012 18:05;A;470;0.100647844;LBO
23/12/2012 18:05;A;470;0.103542164;CEN
23/12/2012 18:05;A;470;0.13675347;COR
23/12/2012 18:05;A;470;0.136419192;PAL
23/12/2012 18:05;A;470;0.111171924;LMA
23/12/2012 18:05;A;470;0.113392979;DKS
23/12/2012 18:05;A;470;NA;BB1
23/12/2012 18:05;A;470;NA;BB2
24/12/2012 17:10;A;470;0.374178767;LBO
24/12/2012 17:10;A;470;0.375578076;CEN
24/12/2012 17:10;A;470;0.372033507;COR
24/12/2012 17:10;A;470;0.367781699;PAL
24/12/2012 17:10;A;470;0.276596189;LMA
24/12/2012 17:10;A;470;0.285257936;DKS
24/12/2012 17:10;A;470;NA;BB1
24/12/2012 17:10;A;470;NA;BB2
25/12/2012 17:50;A;470;0.260851502;LBO
25/12/2012 17:50;A;470;0.292268753;CEN
25/12/2012 17:50;A;470;0.274776965;COR
25/12/2012 17:50;A;470;0.285643995;PAL
25/12/2012 17:50;A;470;0.197757721;LMA
25/12/2012 17:50;A;470;0.203744173;DKS
25/12/2012 17:50;A;470;NA;BB1
25/12/2012 17:50;A;470;NA;BB2
26/12/2012 18:35;A;470;0.123024546;LBO
26/12/2012 18:35;A;470;0.176781222;CEN
26/12/2012 18:35;A;470;0.144926488;COR
26/12/2012 18:35;A;470;0.201257393;PAL
26/12/2012 18:35;A;470;0.079613574;LMA
26/12/2012 18:35;A;470;0.139139459;DKS
26/12/2012 18:35;A;470;NA;BB1
26/12/2012 18:35;A;470;NA;BB2
28/12/2012 18:25;A;470;0.157209247;LBO
28/12/2012 18:25;A;470;0.151622653;CEN
28/12/2012 18:25;A;470;0.153985739;COR
28/12/2012 18:25;A;470;0.153450593;PAL
28/12/2012 18:25;A;470;0.138031468;LMA
28/12/2012 18:25;A;470;0.139422879;DKS
28/12/2012 18:25;A;470;NA;BB1
28/12/2012 18:25;A;470;NA;BB2
30/12/2012 18:10;A;470;0.146843165;LBO
30/12/2012 18:10;A;470;0.159760699;CEN
30/12/2012 18:10;A;470;0.230348662;COR
30/12/2012 18:10;A;470;0.277377009;PAL
30/12/2012 18:10;A;470;0.161062881;LMA
30/12/2012 18:10;A;470;0.157993048;DKS
30/12/2012 18:10;A;470;NA;BB1
30/12/2012 18:10;A;470;NA;BB2
03/01/2014 17:15;A;470;0.219033182;LBO
03/01/2014 17:15;A;470;0.207939953;CEN
03/01/2014 17:15;A;470;0.255156279;COR
03/01/2014 17:15;A;470;0.222152174;PAL
03/01/2014 17:15;A;470;0.068252891;LMA
03/01/2014 17:15;A;470;0.098452777;DKS
03/01/2014 17:15;A;470;NA;BB1
03/01/2014 17:15;A;470;NA;BB2
04/01/2014 18:00;A;470;0.132471502;LBO
04/01/2014 18:00;A;470;0.120256081;CEN
04/01/2014 18:00;A;470;0.128436998;COR
04/01/2014 18:00;A;470;0.124682471;PAL
04/01/2014 18:00;A;470;0.099339463;LMA
04/01/2014 18:00;A;470;0.105334722;DKS
04/01/2014 18:00;A;470;NA;BB1
04/01/2014 18:00;A;470;NA;BB2
05/01/2014 17:05;A;470;0.207946911;LBO
05/01/2014 17:05;A;470;0.210735455;CEN
05/01/2014 17:05;A;470;0.207229987;COR
05/01/2014 17:05;A;470;0.203223363;PAL
05/01/2014 17:05;A;470;0.094565675;LMA
05/01/2014 17:05;A;470;0.130470827;DKS
05/01/2014 17:05;A;470;NA;BB1
05/01/2014 17:05;A;470;NA;BB2
05/01/2014 18:40;A;470;0.104049064;LBO
05/01/2014 18:40;A;470;0.136746198;CEN
05/01/2014 18:40;A;470;0.189770445;COR
05/01/2014 18:40;A;470;0.208501294;PAL
05/01/2014 18:40;A;470;0.059891332;LMA
05/01/2014 18:40;A;470;0.088158645;DKS
05/01/2014 18:40;A;470;NA;BB1
05/01/2014 18:40;A;470;NA;BB2
06/01/2014 17:45;A;470;0.316441894;LBO
06/01/2014 17:45;A;470;0.182969794;CEN
06/01/2014 17:45;A;470;0.212598652;COR
06/01/2014 17:45;A;470;0.195633441;PAL
06/01/2014 17:45;A;470;0.04801989;LMA
06/01/2014 17:45;A;470;0.051364116;DKS
06/01/2014 17:45;A;470;NA;BB1
06/01/2014 17:45;A;470;NA;BB2
08/01/2014 17:35;A;470;0.215474278;LBO
08/01/2014 17:35;A;470;0.225953296;CEN
08/01/2014 17:35;A;470;0.360266834;COR
08/01/2014 17:35;A;470;0.264513433;PAL
08/01/2014 17:35;A;470;0.185671151;LMA
08/01/2014 17:35;A;470;0.130012274;DKS
08/01/2014 17:35;A;470;NA;BB1
08/01/2014 17:35;A;470;NA;BB2
10/01/2014 17:20;A;470;0.545613647;LBO
10/01/2014 17:20;A;470;0.514166415;CEN
10/01/2014 17:20;A;470;0.527260721;COR
10/01/2014 17:20;A;470;0.502639771;PAL
10/01/2014 17:20;A;470;0.353781849;LMA
10/01/2014 17:20;A;470;0.333070219;DKS
10/01/2014 17:20;A;470;NA;BB1
10/01/2014 17:20;A;470;NA;BB2
11/01/2014 18:05;A;470;0.109276757;LBO
11/01/2014 18:05;A;470;0.100673743;CEN
11/01/2014 18:05;A;470;0.114141472;COR
11/01/2014 18:05;A;470;0.119750597;PAL
11/01/2014 18:05;A;470;0.091475606;LMA
11/01/2014 18:05;A;470;0.072854623;DKS
11/01/2014 18:05;A;470;NA;BB1
11/01/2014 18:05;A;470;NA;BB2
12/01/2014 17:10;A;470;0.209768683;LBO
12/01/2014 17:10;A;470;0.231791526;CEN
12/01/2014 17:10;A;470;0.219633073;COR
12/01/2014 17:10;A;470;0.225295931;PAL
12/01/2014 17:10;A;470;0.165502995;LMA
12/01/2014 17:10;A;470;0.157461002;DKS
12/01/2014 17:10;A;470;NA;BB1
12/01/2014 17:10;A;470;NA;BB2
13/01/2014 17:55;A;470;0.300894111;LBO
13/01/2014 17:55;A;470;0.252642691;CEN
13/01/2014 17:55;A;470;0.279443115;COR
13/01/2014 17:55;A;470;0.263947099;PAL
13/01/2014 17:55;A;470;0.16023621;LMA
13/01/2014 17:55;A;470;0.168580726;DKS
13/01/2014 17:55;A;470;NA;BB1
13/01/2014 17:55;A;470;NA;BB2
16/01/2014 18:25;A;470;0.129576623;LBO
16/01/2014 18:25;A;470;0.166430637;CEN
16/01/2014 18:25;A;470;0.155045465;COR
16/01/2014 18:25;A;470;0.188164085;PAL
16/01/2014 18:25;A;470;0.191336647;LMA
16/01/2014 18:25;A;470;0.191848114;DKS
16/01/2014 18:25;A;470;NA;BB1
16/01/2014 18:25;A;470;NA;BB2
17/01/2014 17:30;A;470;0.454901159;LBO
17/01/2014 17:30;A;470;0.452352077;CEN
17/01/2014 17:30;A;470;0.472666323;COR
17/01/2014 17:30;A;470;0.448555321;PAL
17/01/2014 17:30;A;470;0.261803299;LMA
17/01/2014 17:30;A;470;0.281276166;DKS
17/01/2014 17:30;A;470;NA;BB1
17/01/2014 17:30;A;470;NA;BB2
18/01/2014 18:10;A;470;0.11144802;LBO
18/01/2014 18:10;A;470;0.143000007;CEN
18/01/2014 18:10;A;470;0.113136232;COR
18/01/2014 18:10;A;470;0.125808254;PAL
18/01/2014 18:10;A;470;0.204749525;LMA
18/01/2014 18:10;A;470;0.206877872;DKS
18/01/2014 18:10;A;470;NA;BB1
18/01/2014 18:10;A;470;NA;BB2
19/01/2014 17:15;A;470;0.225884318;LBO
19/01/2014 17:15;A;470;0.230107427;CEN
19/01/2014 17:15;A;470;0.223245978;COR
19/01/2014 17:15;A;470;0.221398637;PAL
19/01/2014 17:15;A;470;0.224372819;LMA
19/01/2014 17:15;A;470;0.172079191;DKS
19/01/2014 17:15;A;470;NA;BB1
19/01/2014 17:15;A;470;NA;BB2
21/01/2014 18:40;A;470;0.146956369;LBO
21/01/2014 18:40;A;470;0.213791311;CEN
21/01/2014 18:40;A;470;0.185362026;COR
21/01/2014 18:40;A;470;0.238559455;PAL
21/01/2014 18:40;A;470;0.203299671;LMA
21/01/2014 18:40;A;470;0.208930612;DKS
21/01/2014 18:40;A;470;NA;BB1
21/01/2014 18:40;A;470;NA;BB2
08/02/2014 18:30;A;470;0.373129576;LBO
08/02/2014 18:30;A;470;0.400637418;CEN
08/02/2014 18:30;A;470;0.386725187;COR
08/02/2014 18:30;A;470;0.390146911;PAL
08/02/2014 18:30;A;470;0.320084751;LMA
08/02/2014 18:30;A;470;0.311939836;DKS
08/02/2014 18:30;A;470;NA;BB1
08/02/2014 18:30;A;470;NA;BB2
27/02/2014 17:20;A;470;0.300664008;LBO
27/02/2014 17:20;A;470;0.31471017;CEN
27/02/2014 17:20;A;470;0.304621935;COR
27/02/2014 17:20;A;470;0.304281414;PAL
27/02/2014 17:20;A;470;0.181671798;LMA
27/02/2014 17:20;A;470;0.149359658;DKS
27/02/2014 17:20;A;470;NA;BB1
27/02/2014 17:20;A;470;NA;BB2
05/03/2014 18:25;A;470;0.160216928;LBO
05/03/2014 18:25;A;470;0.160872892;CEN
05/03/2014 18:25;A;470;0.160369575;COR
05/03/2014 18:25;A;470;0.151683882;PAL
05/03/2014 18:25;A;470;0.11305704;LMA
05/03/2014 18:25;A;470;0.116598561;DKS
05/03/2014 18:25;A;470;NA;BB1
05/03/2014 18:25;A;470;NA;BB2
07/03/2014 18:10;A;470;0.065160282;LBO
07/03/2014 18:10;A;470;0.075550191;CEN
07/03/2014 18:10;A;470;0.081569597;COR
07/03/2014 18:10;A;470;0.096169002;PAL
07/03/2014 18:10;A;470;0.046458576;LMA
07/03/2014 18:10;A;470;0.019034229;DKS
07/03/2014 18:10;A;470;NA;BB1
07/03/2014 18:10;A;470;NA;BB2
08/03/2014 17:15;A;470;0.182064906;LBO
08/03/2014 17:15;A;470;0.171367064;CEN
08/03/2014 17:15;A;470;0.192000002;COR
08/03/2014 17:15;A;470;0.186129883;PAL
08/03/2014 17:15;A;470;0.120037898;LMA
08/03/2014 17:15;A;470;0.102048494;DKS
08/03/2014 17:15;A;470;NA;BB1
08/03/2014 17:15;A;470;NA;BB2
10/03/2014 18:40;A;470;0.160731986;LBO
10/03/2014 18:40;A;470;0.135179207;CEN
10/03/2014 18:40;A;470;0.145907387;COR
10/03/2014 18:40;A;470;0.13442412;PAL
10/03/2014 18:40;A;470;0.083108418;LMA
10/03/2014 18:40;A;470;0.102635689;DKS
10/03/2014 18:40;A;470;NA;BB1
10/03/2014 18:40;A;470;NA;BB2
11/03/2014 17:45;A;470;0.251015484;LBO
11/03/2014 17:45;A;470;0.205723166;CEN
11/03/2014 17:45;A;470;0.237216681;COR
11/03/2014 17:45;A;470;0.214165404;PAL
11/03/2014 17:45;A;470;0.127399892;LMA
11/03/2014 17:45;A;470;0.028457109;DKS
11/03/2014 17:45;A;470;NA;BB1
11/03/2014 17:45;A;470;NA;BB2
12/03/2014 18:30;A;470;0.065437473;LBO
12/03/2014 18:30;A;470;0.114235401;CEN
12/03/2014 18:30;A;470;0.156617001;COR
12/03/2014 18:30;A;470;0.172175497;PAL
12/03/2014 18:30;A;470;0.050759047;LMA
12/03/2014 18:30;A;470;0.03216571;DKS
12/03/2014 18:30;A;470;NA;BB1
12/03/2014 18:30;A;470;NA;BB2
13/03/2014 17:35;A;470;0.278478503;LBO
13/03/2014 17:35;A;470;0.24084276;CEN
13/03/2014 17:35;A;470;0.283324003;COR
13/03/2014 17:35;A;470;0.265797377;PAL
13/03/2014 17:35;A;470;0.146216139;LMA
13/03/2014 17:35;A;470;0.085930228;DKS
13/03/2014 17:35;A;470;NA;BB1
13/03/2014 17:35;A;470;NA;BB2
15/03/2014 17:20;A;470;0.256462365;LBO
15/03/2014 17:20;A;470;0.252082348;CEN
15/03/2014 17:20;A;470;0.260426402;COR
15/03/2014 17:20;A;470;0.253626466;PAL
15/03/2014 17:20;A;470;0.142404124;LMA
15/03/2014 17:20;A;470;0.123400778;DKS
15/03/2014 17:20;A;470;NA;BB1
15/03/2014 17:20;A;470;NA;BB2
17/03/2014 17:10;A;470;0.122054435;LBO
17/03/2014 17:10;A;470;0.112893738;CEN
17/03/2014 17:10;A;470;0.11365176;COR
17/03/2014 17:10;A;470;0.109573007;PAL
17/03/2014 17:10;A;470;0.074529409;LMA
17/03/2014 17:10;A;470;0.057250179;DKS
17/03/2014 17:10;A;470;NA;BB1
17/03/2014 17:10;A;470;NA;BB2
22/03/2014 17:30;A;470;0.240900695;LBO
22/03/2014 17:30;A;470;0.207287386;CEN
22/03/2014 17:30;A;470;0.227373257;COR
22/03/2014 17:30;A;470;0.224774331;PAL
22/03/2014 17:30;A;470;0.102330714;LMA
22/03/2014 17:30;A;470;0.056026503;DKS
22/03/2014 17:30;A;470;NA;BB1
22/03/2014 17:30;A;470;NA;BB2
23/03/2014 18:10;A;470;0.117893025;LBO
23/03/2014 18:10;A;470;0.13484104;CEN
23/03/2014 18:10;A;470;0.166112527;COR
23/03/2014 18:10;A;470;0.180290878;PAL
23/03/2014 18:10;A;470;0.075574718;LMA
23/03/2014 18:10;A;470;0.031997487;DKS
23/03/2014 18:10;A;470;NA;BB1
23/03/2014 18:10;A;470;NA;BB2
