LA BOCA,LBO, -58.37, -34.62;;
CENTENARIO, CEN,-58.43, -34.60;;
CORDOBA, COR,-58.39, -34.59;;
LA MATANZA, LMA,-58.6825, -34.883056;;
DOCK SUD, DKS,-58.6825, -34.9163888889;;
EMCABB I, BB1, -62.28, -38.758889;;
EMCABB II, BB2, -62.267222, -38.781111;;
;;
;;
;;
;;
;;
